Code;Title
ORALHEALTH_NOMA;Oral health: Noma recognized as a national public health problem
ORALHEALTH_ORALDISEASES;Oral diseases prevalence (%)
ORALHEALTH_PRODLOSS_ORALDISEASES;Total productivity losses due to 5 oral diseases in million (US$)
ORALHEALTH_SERVICESPHCFACILITIES;Oral health care services generally available in primary health care facilities
ORALHEALTH_SEVEREPERIODONTALDISEASE;Prevalence of severe periodontal disease in people 15+ year (%)
ORALHEALTH_SUGAR_AVAILABILITY;Per capita availability of refined sugar (g/day)
ORALHEALTH_UHC_ADVANCE_CURATIVE;Oral health interventions as part of health benefit packages: Advanced curative oral health care
ORALHEALTH_UHC_ESSENTIAL_CURATIVE;Oral health interventions as part of health benefit packages: Essential curative oral health care
ORALHEALTH_UHC_GOVSCHEME;Oral health interventions as part of health benefit packages: Coverage of the largest government health financing scheme (%)
ORALHEALTH_UHC_PREVENTIVE;Oral health interventions as part of health benefit packages: Routine and preventive oral health care
ORALHEALTH_UHC_REHABILITATION;Oral health interventions as part of health benefit packages: Rehabilitatative oral health care
ORALHEALTH_UNTREATEDCARIESDECIDUOUS;Prevalence of untreated caries of deciduous teeth in children 1-9 years (%)
ORALHEALTH_UNTREATEDCARIESPERMANENT;Prevalence of untreated caries of permanent teeth in people 5+ years (%)
ORGANKIDNEYNUM;Kidney transplants (absolute number)
ORGANKIDNEYRATE;Kidney transplants (per million)
ORGANLIVERNUM;Liver transplants (absolute number)
ORGANLIVERRATE;Liver transplants (per million)
ORGANPOP;Population (millions)
ORGANTOTALDECNUM;Total actual deceased donors (absolute number)
ORGANTOTALDECRATE;Total actual deceased donors (per million)
ORGANTOTALNUM;Total organs transplanted (absolute number)
ORGANTOTALRATE;Total organs transplanted (per million)
ors;Children aged < 5 years with diarrhoea receiving oral rehydration salts (%)
ort;Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%)
overwgt3;see NUTOVERWEIGHTPREV
overwgt5;see NUTOVERWEIGHTPREV
P_compl_all_sfe;Overall compliance with regulations on smoke-free environments (score)
P_compl_p1;Compliance with smoke-free health-care facilities law (score)
P_compl_p2;Compliance with smoke-free education facilities except universities law (score)
P_compl_p3;Compliance with smoke-free universities law (score)
P_compl_p4;Compliance with smoke-free government facilities law (score)
P_compl_p5;Compliance with smoke-free indoor offices law (score)
P_compl_p6;Compliance with smoke-free restaurants law (score)
P_compl_p7;Compliance with smoke-free pubs and bars law (score)
P_compl_p8;Compliance with smoke-free public transport law (score)
P_comprehensive_subnat;Subnational smoking bans - at least one jurisdiction has a comprehensive ban in place
P_count_places_sf;Number of places smoke-free (national legislation)
P_Group;Protect from tobacco smoke
P1_compliance;Compliance of ban on smoking in HEALTH-CARE FACILITIES
P1_healthcare;Smoke-free health-care facilities (national legislation)
P10_subnat_auth_exists;Subnational smoke-free legislation authority exists
P11_fines_any;Fines for violations of smoke-free laws
P12_fines_establishment;Fines on the establishment for violations of smoke-free laws
P13_fines_smoker;Fines on the patrons of establishments for violations of smoke-free laws
P14_funds_for_enforce;Dedicated funds for enforcement of smoke-free laws
P15_complaints;Citizen complaints and investigations of violations of smoke-free laws
P16_subnat_complete_bans_exist;Comprehensive bans in place subnationally
P2_compliance;Compliance of ban on smoking in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES
P2_education;Smoke-free education facilities except universities (national legislation)
P3_compliance;Compliance of ban on smoking in UNIVERSITIES
P3_universities;Smoke-free universities (national legislation)
P4_compliance;Compliance of ban on smoking in GOVERNMENT FACILITIES
P4_govt;Smoke-free government facilities (national legislation)
P5_compliance;Compliance of ban on smoking in INDOOR OFFICES
P5_indoor_off;Smoke-free indoor offices (national legislation)
P6_compliance;Compliance of ban on smoking in RESTAURANTS
P6_restaurants;Smoke-free restaurants (national legislation)
P7_compliance;Compliance of ban on smoking in PUBS AND BARS
P7_pubs;Smoke-free pubs, bars and cafés (national legislation)
P8_compliance;Compliance of ban on smoking in PUBLIC TRANSPORT
P8_pub_transp;Smoke-free public transport (national legislation)
P9_all_other;Smoke-free other indoor public places (national legislation)
PATIENTSAFETY_COREINDICATORAGGREGATE;Patient safety core indicator aggregated (%)
PATIENTSAFETY_COREINDICATORRESPONSE;Patient safety core indicator survey response
PATIENTSAFETY_STRATEGICOBJECTIVEAGGREGATE;Patient safety strategic objective (%)
PATIENTSAFETY_STRATEGYSCORE;Patient safety strategy score
PC_sfe_compliance;Compliance with regulations on smoke-free environments (national legislation)
PCV3;Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%)
PercposANC;Antenatal care attendees who were positive for syphilis (%), reported
PercposMSM;Men who have sex with men (MSM) with active syphilis (%)
PercposSW;Sex workers with active syphilis (%)
PerctestedANC;Women accessing antenatal care (ANC) services who were tested for syphilis (%), reported
PerctreatedANC;Antenatal care attendees positive for syphilis who received treatment (%), reported
PHE_HHAIR_POP_CATEGORY_FUELS;Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)
PHE_HHAIR_POP_CLEAN_FUELS;Population with primary reliance on clean fuels and technologies for cooking (in millions)
PHE_HHAIR_POP_POLLUTING_FUELS;Population with primary reliance on polluting fuels and technologies for cooking (in millions)
PHE_HHAIR_PROP_POP_CATEGORY_FUELS;Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)
PHE_HHAIR_PROP_POP_CLEAN_FUELS;Proportion of population with primary reliance on clean fuels and technologies for cooking (%)
PHE_HHAIR_PROP_POP_POLLUTING_FUELS;Proportion of population with primary reliance on polluting fuels and technologies for cooking (%)
pncall;Postnatal care visit within two days of birth (in the x years preceding the survey) (%)
pncall3;Postnatal care visit within two days of birth (in the three years preceding the survey) (%)
pncall5;Postnatal care visit within two days of birth (in the five years preceding the survey) (%)
pnchome;Postnatal care visit within two days of birth - born outside a health facility (in the x years preceding the survey) (%)
pnchome3;Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%)
pnchome5;Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%)
poliov;Polio immunization coverage among one-year-olds (%) (see vpolio)
POP_TOTAL_BIRTHS_NUM;Total number of live births
PRETERMBIRTH_NUMBER;Preterm birth (number)
PRETERMBIRTH_RATE;Preterm birth rate (per 100 live births)
PRISON_A1_CAPACITY;Official prison capacity (count)
PRISON_A2_PRISIONERS_N;Number of prisoners
PRISON_A2_PRISIONERS_PER100KPOP;Number of prisoners (per 100 000 inhabitants)
PRISON_A4_NEWPRISONERS_PER100KPOP;Number of people newly-admitted to prison (per 100 000 inhabitants)
PRISON_B11_VACPREV_DTP;In-prison vaccination for DTP
PRISON_B11_VACPREV_FLU;In-prison vaccination for seasonal flu
PRISON_B11_VACPREV_HEPA;In-prison vaccination for Hepatitis A
PRISON_B11_VACPREV_HEPB;In-prison vaccination for Hepatitis B
PRISON_B11_VACPREV_HPV;In-prison vaccination for HPV
PRISON_B11_VACPREV_MMR;In-prison vaccination for MMR
PRISON_B13_ASSESSMENTS;In-prison regular assessments of essential medicines
PRISON_B14_ERRORS;In-prison standardized process for medication errors
PRISON_B15_REPDRUGEVENTS;In-prison standardized process for adverse drug events
PRISON_B16_SUICIDERISK;In-prison standardized protocol for suicide
PRISON_B17_INVOLVEMENT;In-prison patient involvement in healthcare planning and reform
PRISON_B20_CLINICALREP;In-prison clinical health records
PRISON_B3_DELIVHEALTHCARE;Agencies responsible for delivering prison healthcare
PRISON_B9_1_DENTISTS_RATIO;Dentists in prisons (FTEs per 1000 prisoners)
PRISON_B9_1_NURSES_RATIO;Nurses in prisons (FTEs per 1000 prisoners)
PRISON_B9_1_PHYCHIATRISTS_RATIO;Psychiatrists in prisons (FTEs per 1000 prisoners)
PRISON_B9_1_PHYSICIANS_RATIO;Physicians in prisons (FTEs per 1000 prisoners)
PRISON_B9_STAFF_RATIO;Healthcare staff in prisons (FTEs per 1000 prisoners)
PRISON_C16_LABTESTS;In-prison laboratory tests
PRISON_C8_CONDOMS;In-prison condoms free of charge
PRISON_C8_NEEDLES;In-prison needles free of charge
PRISON_D3_DEATHS_COVID_MRATE;In-prison COVID-19 mortality rate (per 100 000 incarcerated persons per year)
PRISON_D3_DEATHS_DRUG_MRATE;In-prison drug overdose mortality rate (per 100 000 incarcerated persons per year)
PRISON_D3_DEATHS_SUICIDE_MRATE;In-prison suicide mortality rate (per 100 000 incarcerated persons per year)
PRISON_D3_DEATHS_TOT;In-prison total deaths
PRISON_D4_CANCER_DIAG_TOT;In-prison cancer diagnosis (number of diagnoses)
PRISON_D4_CARDIOVASC_DIAG_TOT;In-prison cardiovascular disease diagnosis (number of diagnoses)
PRISON_D4_COVID_TOT;In-prison COVID-19 diagnosis (number of diagnoses)
PRISON_D4_DIABETES_DIAG_TOT;In-prison diabetes mellitus diagnosis (number of diagnoses)
PRISON_D4_HEPB_DIAG_TOT;In-prison Hepatitis B diagnosis (number of diagnoses)
PRISON_D4_HEPC_DIAG_TOT;In-prison Hepatitis C diagnosis (number of diagnoses)
PRISON_D4_HIV_DIAG_TOT;In-prison HIV diagnosis (number of diagnoses)
PRISON_D4_MDRTB_DIAG_TOT;In-prison MDR-TB diagnosis (number of diagnoses)
PRISON_D4_MH_DIAG_TOT;In-prison mental disorder diagnosis (number of diagnoses)
PRISON_D4_STI_DIAG_TOT;In-prison STIs diagnosis (number of diagnoses)
PRISON_D4_SUD_DIAG_TOT;In-prison active drug use diagnosis (number of diagnoses)
PRISON_D4_TB_DIAG_TOT;In-prison TB diagnosis (number of diagnoses)
PRISON_F1_ALCOHOL_TOT;In-prison people who drink/drank alcohol (number of prisoners, in the last 12 months)
PRISON_F1_BMI25_TOT;In-prison people who have BMI >= 25 (number of prisoners who are overweight)
PRISON_F1_BMI30_TOT;In-prison people who have BMI >= 30 (number of prisoners who are obese)
PRISON_F1_DRUGUSERS_TOT;In-prison people who use/have used drugs (number of prisoners, in the last 12 months)
PRISON_F1_EXERCISE_TOT;In-prison people who regularly exercise for a minimum of 150 minutes/week (number of prisoners)
PRISON_F1_INJECTDRUGUSERS_TOT;In-prison people who inject/have injected drugs (number of prisoners, over the last 12 months)
PRISON_F1_TOBACCO_TOT;In-prison people who currently use tobacco  (number of prisoners)
PWID_PSE_NUM;People who inject drugs: Population size estimates (number)
R_Ad_val;Taxes as a % of price: ad valorem excise
R_Ad_val_average;Average - taxes as a % of cigarette price - ad valorem excise
R_Ad_val_estimate;Most sold brand of cigarettes - Taxes as a % of price: ad valorem excise
R_admin_covert_marking;Tobacco tax administration: Marking is covert
R_admin_duty_free_allowance;Tax administration: If duty free imports are limited, duty free allowance (number of cigarette sticks)
R_admin_duty_free_banned;Tobacco tax administration: Sales of duty (or excise) free cigarettes banned
R_admin_duty_free_limited;Tax administration: Bans or limits on duty free imports by travellers
R_admin_identifier_track_and_trace;Tobacco tax administration: Marking/unique identifier contains data for track and tracing purposes
R_admin_overt_marking;Tobacco tax administration: Marking is overt
R_admin_tax_stamps;Tax administration: Tax stamps applied on tobacco products
R_admin_tax_stamps_cig;Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes
R_admin_tax_stamps_other;Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products
R_admin_unique_identifier;Tobacco tax administration: Unique identifier
R_afford_cat;Affordability of cigarettes: category of change in the last 10 years (Yes (less affordable), No (more affordable), No change)
R_afford_cat_2;Affordability of cigarettes: category of change over past 2 years
R_afford_gdp;Affordability of cigarettes: percentage of GDP per capita required to purchase 2000 cigarettes of the most sold brand
R_afford_inflation_adjusted_price_lcu;Inflation-adjusted prices for most sold brand of cigarettes: Price in local currency adjusted by year on year changes in average consumer prices in each country
R_afford_inflation_adjusted_price_ppp;Inflation-adjusted prices for most sold brand of cigarettes: Prices in purchasing power parity adjusted by year on year changes in average consumer prices in the United States of America
R_afford_price_dispersion;Tobacco tax structure: Price dispersion: Share of cheapest brand price in premium brand price (%) (the higher the % the smaller the gap)
R_afford_price_gap_decreased;Tobacco tax structure: Price gap decreased over the last two years (cheapest brand of cigarettes versus the premium brand)
R_afford_tax_auto_adjust;Tobacco tax structure: Specific tax component automatically adjusted for inflation (or other)
R_afford_trend_growth_rate;Affordability - trend growth rate
R_contains_nicotine;Cheapest breand of e-liquid contains nicotine or not
R_Curr_lowest_cost;Cheapest brand of cigarettes - currency reported
R_Curr_mp;Most sold brand of cigarettes - currency reported
R_Curr_premium_cost;Premium brand of cigarettes - currency reported
R_earmarking;Reported use of earmarked tobacco taxes
R_excise_incr;Tobacco excises increased over the survey period
R_excise_min_specific;Tobacco tax structure: Minimum specific tax applied in ad valorem or mixed excise regime
R_excise_proportion;Tobacco tax structure: Excise tax proportion of price
R_excise_retail_price_base;Tobacco tax structure: Retail price used as base of ad valorem component in ad valorem or mixed excise regime (or retail price exclusive of VAT)
R_excise_specific_reliance;Tobacco tax structure: Greater reliance on specific tax  in mixed excise regime
R_excise_type;Tobacco tax structure: Type of excise tax applied
R_excise_uniform_varied;Tobacco tax structure: Uniform excise tax applied Yes (Uniform), No (Tiered/varying rates)
R_Group;Raise taxes on tobacco
R_Imp_duty;Taxes as a % of price: import duties
R_imp_duty_average;Average - taxes as a % of cigarette price - import duties
R_imp_duty_estimate;Most sold brand of cigarettes - Taxes as a % of price: import duties
R_min_price_policy;Tobacco tax structure: A minimum price policy is implemented
R_Other_average;Average - taxes as a % of cigarette price - other taxes
R_Other_estimate;Most sold brand of cigarettes - Taxes as a % of price: other taxes
R_Price_lowest_cost_estimate;Cheapest brand of cigarettes - price in currency reported
R_Price_lowest_cost_ppp;Cheapest brand of cigarettes - price in PPP$
R_Price_lowest_cost_usd;Cheapest brand of cigarettes - price in US$ at official exchange rates
R_Price_mp_estimate;Most sold brand of cigarettes - price in currency reported
R_Price_mp_estimate_ppp;Most sold brand of cigarettes - price in PPP$
R_Price_mp_estimate_usd;Most sold brand of cigarettes - price in US$ at official exchange rates
R_Price_premium_estimate;Premium brand of cigarettes - price in currency reported
R_Price_premium_ppp;Premium brand of cigarettes - price in PPP$
R_Price_premium_usd;Premium brand of cigarettes - price in US$ at official exchange rates
R_Sp_excise;Taxes as a % of price: specific excise
R_Sp_excise_average;Average - taxes as a % of cigarette price - specific excise
R_Sp_excise_estimate;Most sold brand of cigarettes - Taxes as a % of price: specific excise
R_tax_other;Taxes as a % of price: other taxes
R_Total_tax;Taxes as a % of price: total tax
R_total_tax_average;Average - taxes as a % of cigarette price - total tax
R_total_tax_estimate;Most sold brand of cigarettes - Taxes as a % of price: total tax
R_type_variant;Most sold brand of other tobacco type
R_VAT;Taxes as a % of price: value added tax
R_VAT_average;Average - taxes as a % of cigarette price - value added tax
R_VAT_estimate;Most sold brand of cigarettes - Taxes as a % of price: value added tax
RADON_Q201;Existence of any national radon activity
RADON_Q202;Existence of any subnational radon activity
RADON_Q301;Existence of national radon survey(s)
RADON_Q302;National radon concentration levels
RADON_Q303;Existence of national radon database
RADON_Q304;Data in national radon database
RADON_Q305;Existence of national radon map
RADON_Q401;Existence of national radon action plan
RADON_Q401_1;Existence of national radon action plan - Years covered
RADON_Q402;Existence of national radon regulations
RADON_Q403;Radon in building regulations for new buildings
RADON_Q404;Radon in building regulations for existing buildings i.e. renovation/remodeling/major alteration
RADON_Q405;Radon in national drinking-water regulations
RADON_Q501;Existence of national reference level for dwellings
RADON_Q501_1;Reference level for dwellings (Bq/m3)
RADON_Q502;Existence of national reference level for buildings with high public occupancy
RADON_Q502_1;Reference level for buildings with high public occupancy (Bq/m3)
RADON_Q503;Existence of national reference level for workplaces
RADON_Q503_1;Reference level for workplaces (Bq/m3)
RADON_Q601;Existence of official protocols for radon measurements
RADON_Q602;Radon concentration measurements for new buildings
RADON_Q603;Radon concentration measurements for existing buildings
RADON_Q604;Radon concentration measurements for workplaces
RADON_Q605;Authorization/accreditation required for official radon measurement providers
RADON_Q701;Mandatory preventive measures (new buildings)
RADON_Q702;Mandatory mitigation measures if legal value is exceeded (existing buildings)
RADON_Q703;Financial support provided for mitigation (existing dwellings)
RADON_Q704;Authorization required for prevention/mitigation service providers
RADON_Q705;Official standards/guidelines for prevention/mitigation
RADON_Q706;Existence of training for mitigation providers
RADON_Q707;Inclusion of radon education for building professionals
RADON_Q801;Existence of national radon risk communication strategy
RADON_Q802;Inclusion of radon measurements in property transactions
RADON_Q803;Inclusion of radon in different national strategies
RateCS;Congenital syphilis rate per 100 000 live births, reported
Rev_curr;Tobacco tax revenues: currency reported
Rev_excise;Tobacco tax revenues: total excise (specific and ad valorem)
Rev_govt_total;Tobacco tax revenues: total revenues
Rev_imp_other;Tobacco tax revenues: import duties and all other taxes
Rev_import;Tobacco tax revenues - import duties
Rev_other;Tobacco tax revenues - other
Rev_type;Tobacco tax revenues: tobacco product types included
Rev_VAT;Tobacco tax revenues: valued added tax (VAT) and other sales taxes
Rev_year;Tobacco tax revenues: year reported  -- to delete
RHR_IPV;See SDGIPVLT and SDGIPV12M
RHR_NPSV;Proportion of women and girls aged 15 years and older who have been subjected to sexual violence by someone other than a partner in their lifetime since age 15 (%)
RHR_NPSV12M;Proportion of women and girls aged 15 years or older who have been subjected to who have been subjected to sexual violence by someone other than a partner in the past 12 months (%) – related to SDG 5.2.2
ROTAC;Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%)
RS_1845;Population
RS_193;Income level
RS_194;Number of registered vehicles
RS_196;Estimated number of road traffic deaths
RS_198;Estimated road traffic death rate (per 100 000 population)
RS_204;Existence of a national drink-driving law
RS_205;Definition of drink-driving by BAC
RS_207;Blood Alcohol Concentration (BAC) limit for drivers
RS_208;Attribution of road traffic deaths to alcohol (%)
RS_209;Existence of a national seat-belt law
RS_210;Applicability of seat-belt law to all occupants
RS_212;Seat-belt wearing rate (%)
RS_213;Existence of a national child-restraint law
RS_214;Existence of national speed limits
RS_217;Maximum speed limits
RS_219;Applicability of national motorcycle helmet law to all occupants
RS_223_BIS;Law requires helmet to be fastened
RS_225;Existence of a road safety lead agency
RS_228;Existence of a national road safety strategy
RS_229;Availability of funding for national road safety strategy
RS_237;Existence of a formal pre-hospital care system
RS_238;Existence of a universal access telephone number for pre-hospital care
RS_242;Vehicle standards
RS_246;Distribution of road traffic deaths by type of road user (%)
RS_576;Gross national income per capita (Atlas method)
RSUD_1;Point prevalence (%), alcohol use disorders, 15+ years
RSUD_10;National survey on substance use among children and adolescents
RSUD_100;Government unit/official responsible for prevention for substance use
RSUD_11;Data on substance use disorders disseminated in national annual reports
RSUD_110;Ministry/office that takes primary responsibility for prevention for substance use
RSUD_12;Substance use policy at the national level
RSUD_120;Five years change in international cooperation for prevention for substance use
RSUD_13;Substance use policy at the national level, level of integration
RSUD_130;Government unit/official responsible for treatment of substance use disorders
RSUD_14;Policy documents on the pharmacological treatment of substance use disorders
RSUD_140;Ministry/office that takes primary responsibility for treatment of substance use disorders
RSUD_15;Guidelines on the pharmacological treatment of substance use disorders
RSUD_150;Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders
RSUD_16;Legislative provision for treatment and rehabilitation of substance use disorders
RSUD_160;Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders
RSUD_17;Legislative provision for compulsory treatment
RSUD_170;Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs
RSUD_18;Drug courts
RSUD_180;Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for prevention for alcohol and drugs
RSUD_19;Programmes diverting clients from the justice system towards treatment
RSUD_190;Five years change in international cooperation for treatment of substance use disorders
RSUD_2;Point prevalence (%), drug use disorders, 15+ years
RSUD_20;Confidentiality of health records on substance use disorders  protected by law
RSUD_200;Confidentiality of people in treatment for substance use disorders
RSUD_21;Government unit for substance use disorder treatment
RSUD_210;Voluntary treatment for people with alcohol use disorders in the criminal justice system
RSUD_22;Budget line for substance use disorder treatment
RSUD_220;Voluntary treatment for people with drug use disorders in the criminal justice system
RSUD_23;Financing method for substance use disorder treatment
RSUD_230;Compulsory treatment for people with alcohol use disorders in the criminal justice system
RSUD_240;Compulsory treatment for people with drug use disorders in the criminal justice system
RSUD_250;Five-year change in government resources for prevention for substance use
RSUD_26;Governement benefits for persons with substance use disorders
RSUD_260;Five-year change in government resources for treatment of substance use disorders
RSUD_27;Government benefits for alcohol use disorders, subsidy or disability pension
RSUD_270;Financing methods for treatment for alcohol use disorders
RSUD_28;Government benefits for drug use disorders, subsidy or disability pension
RSUD_280;Financing methods for treatment for drug use disorders
RSUD_29;Sector for inpatient detoxification of alcohol use disorders
RSUD_290;Hypothecated taxes to be spent on prevention and treatment for substance use disorders
RSUD_3;Age-standardized death rates, alcohol and drug use disorders, per 100 000
RSUD_30;Sector for inpatient treatment of alcohol dependence
RSUD_300;Government benefits for people with alcohol use disorders
RSUD_31;Sector for outpatient treatment of alcohol dependence
RSUD_310;Government benefits for people with drug use disorders
RSUD_32;Sector for the treatment of alcohol-induced psychoses and other alcohol-induced psychiatric conditions
RSUD_320;Main sector for treatment for alcohol use disorders
RSUD_33;Sector for residential long-term rehabilitation of alcohol use disorders
RSUD_330;Main sector for treatment for drug use disorders
RSUD_34;Sector for inpatient detoxification of drug use disorders
RSUD_340;Treatment programmes for children and adolescents with alcohol use disorders (treatment)
RSUD_35;Sector for inpatient treatment of drug dependence
RSUD_350;Treatment programmes for children and adolescents with drug use disorders (treatment)
RSUD_36;Sector for outpatient treatment of drug dependence
RSUD_360;Specialized treatment facilities for substance use disorders
RSUD_37;Sector for substitution maintenance therapy of opioid dependence
RSUD_370;Specialized treatment facilities for alcohol use disorders
RSUD_38;Sector for residential long-term rehabilitation of drug use disorders
RSUD_380;Specialized treatment facilities for drug use disorders
RSUD_39;Treatment system for substance use disorders
RSUD_390;Self-help groups
RSUD_40;Treatment setting for substance use disorders, most common
RSUD_400;Main substance at treatment entry
RSUD_41;Specialized treatment services for drug use disoders and HIV/AIDS
RSUD_410;Reported treatment coverage for substance dependence
RSUD_42;Specialized treatment services for substance use disorders and TB
RSUD_420;Guidelines on pharmacological treatment for substance use disorders
RSUD_43;Open access services for substance use disorders
RSUD_430;Pharmacotherapy with methadone
RSUD_44;Treatment slots for alcohol and drug use disorders, outpatient, per 10 000
RSUD_440;Pharmacotherapy with buprenorphine
RSUD_45;Beds for the treatment of substance use disorders, per 100 000
RSUD_450;Pharmacotherapy with buprenorphine/naloxone
RSUD_46;Length of stay for inpatient detoxification, days
RSUD_460;Access restrictions to maintenance treatment
RSUD_47;Length of stay for inpatient short-term treatment, days
RSUD_470;Timeframe for maintenance treatment of opioid dependence
RSUD_48;Length of stay for inpatient long-term residential treatment, days
RSUD_480;Registration of medications for alcohol dependence and withdrawal
RSUD_49;Opioid agonist pharmacotherapy for the treatment of opioid dependence (detoxification or maintenance)
RSUD_490;Registration of medications for opioid dependence
RSUD_5;Age-standardized DALYs, alcohol and drug use disorders, per 100 000
RSUD_50;Timeframe of opioid agonist treatment
RSUD_500;Registration of medications for opioid withdrawal
RSUD_51;Methadone used for the treatment of opioid dependence
RSUD_510;Registration of naloxone for injection for opioid overdose
RSUD_52;Methadone used for detoxification or maintenance
RSUD_520;Availability of naloxone
RSUD_53;Methadone formulation used for the treatment of opiod dependence
RSUD_530;Screening and brief intervention for substance use in primary health care
RSUD_54;Buprenorphine used for the treatment of opioid dependence
RSUD_540;Screening and brief intervention for substance use in antenatal services
RSUD_55;Buprenorphine used for detoxification or maintenance
RSUD_550;Recommendations for screening and brief interventions for substance use in primary health care
RSUD_56;Buprenorphine/naloxone used for the treatment of opioid dependence
RSUD_560;Recommendations for screening and brief interventions for substance use in antenatal services
RSUD_57;Buprenorphine/naloxone used for detoxification or maintenance
RSUD_570;Groups and agencies involved in prevention programs
RSUD_58;Methadone provision in clinical and community-based settings
RSUD_580;Prevention programmes for alcohol
RSUD_59;Buprenorphine provision in clinical and community-based settings
RSUD_590;Prevention programmes for specific populations for alcohol
RSUD_60;Buprenorphine/naloxone provision in clinical and community-based settings
RSUD_600;Prevention programmes for drugs
RSUD_61;Supervision requirements for methadone administration
RSUD_610;Prevention programmes for specific populations for drugs
RSUD_62;Supervision requirements for buprenorphine administration
RSUD_620;HIV, Hepatitis counselling and treatment availability in specialized facilities and services
RSUD_63;Supervision requirements for buprenorphine/naloxone administration
RSUD_630;Programmes readily available
RSUD_64;Prescription requirements for methadone
RSUD_640;Standards of treatment and care for public specialized treatment facilities
RSUD_65;Prescription requirements for buprenorphine
RSUD_650;Special treatment programmes for gambling disorder
RSUD_66;Prescription requirements for buprenorphine/naloxone
RSUD_660;Treatment programmes for women with alcohol use disorders
RSUD_67;Commencement of treatment with opioid agonists
RSUD_670;Treatment programmes for women with drug use disorders
RSUD_68;Pharmacotherapy used for the management of alcohol withdrawal
RSUD_680;Special housing services for alcohol use disorders
RSUD_69;Pharmacotherapy used for the management of benzodiazepine withdrawal
RSUD_690;Special housing services for drug use disorders
RSUD_7;Psychoactive substance causing entry into treatment
RSUD_70;Pharmacotherapy used for the management of cannabis withdrawal
RSUD_700;Employment services for alcohol use disorders
RSUD_71;Essential list of medicines
RSUD_710;Employment services for drug use disorders
RSUD_72;Essential list of medicines, pharmacotherapy for substance use disorders
RSUD_720;Open access interventions for alcohol
RSUD_73;Government unit for substance use disorder prevention
RSUD_730;Open access interventions for drugs
RSUD_74;Budget line for substance use disorder prevention
RSUD_740;Health professionals providing treatment for alcohol and drug use disorders
RSUD_75;Funding method for substance use disorder prevention
RSUD_750;Standards of care for professionals providing treatment for alcohol and drug use disorders
RSUD_76;Prevention activities for substance use disorders, main focus
RSUD_760;Educational attainment in prevention
RSUD_77;Programmes for the prevention of substance use disorders for special populations
RSUD_770;Postgraduate training programme in prevention
RSUD_78;Screening and brief interventions for substance use and substance use disorders
RSUD_780;Continuing professional development in prevention
RSUD_79;Harm reduction programmes for IDUs
RSUD_790;Educational attainment in treatment
RSUD_8;Epidemiological data collection system for substance use disorders
RSUD_80;Health professionals mostly involved in treatment of substance use disorders
RSUD_800;Postgraduate training programme in treatment
RSUD_81;Clinical supervision of health care staff
RSUD_810;Continuing professional development in treatment
RSUD_82;Standards of care for health professionals
RSUD_820;Epidemiological data collection for substance use
RSUD_83;Standards of care for health professionals, maintenance
RSUD_830;Service delivery data collection for substance use
RSUD_84;Standards of care for health professionals, human rights
RSUD_840;Regular reports on epidemiological and service delivery data for substance use
RSUD_85;NGOs for alcohol use disorders
RSUD_850;System of monitoring alcohol involvement in forensic pathology
RSUD_86;NGOs for drug use disorders
RSUD_860;System of monitoring drugs involvement in forensic pathology
RSUD_87;Self-help groups for substance use disorders
RSUD_870;Epidemiological data collection system for substance use among children and adolescents (see RSUD_880)
RSUD_88;Groups and agencies for the prevention of substance use disorders
RSUD_880;Epidemiological data collection system for substance use among children and adolescents
RSUD_89;Opioid agonist pharmacotherapy for the treatment of opioid dependence (maintenance)
RSUD_890;Treatment programmes for children and adolescents with alcohol use disorders (youth)
RSUD_9;Service delivery data collection system for substance use disorders
RSUD_900;Treatment programmes for children and adolescents with drug use disorders (youth)
SA_0000001398;Alcohol, consumption of pure alcohol by type of beverage (%)
SA_0000001398_ARCHIVED;Alcohol, consumption of pure alcohol by type of beverage (%) (archived)
SA_0000001400;Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type
SA_0000001400_ARCHIVED;Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) (archived)
SA_0000001401;Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average
SA_0000001401_ARCHIVED;Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average (archived)
SA_0000001402;Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010
SA_0000001402_ARCHIVED;Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010 (archived)
