Code;Title
GOE_Q103;eLearning is used in pre-service education to teach health sciences students
GOE_Q104_1;Reducing cost of delivering content (pre-service)
GOE_Q104_2;Improving access to content and experts (pre-service)
GOE_Q104_3;Enabling access to education where learning facilities are limited (pre-service)
GOE_Q109;Pre-service eLearning programmes have been evaluated
GOE_Q118;eLearning used for in-service training of health professionals
GOE_Q119_1;Reducing cost of delivering content (in-service)
GOE_Q119_2;Improving access to content and experts (in-service)
GOE_Q119_3;Enabling access to education where learning facilities are limited (in-service)
GOE_Q120;eLearning courses accredited by continuing medical education or professional licensing bodies
GOE_Q122;eLearning programmes for in-service training of health professionals have been evaluated
GOE_Q131;Lack of capacity
GOE_Q132;Lack of infrastructure
GOE_Q133;Lack of funding
GOE_Q134;Not possible to gain a health sciences degree entirely through eLearning
GOE_Q135;Lack of evidence that eLearning is effective
GOE_Q136;Lack of evidence over cost-effectiveness
GOE_Q137;Lack of demand for eLearning programmes
GOE_Q138;Lack of suitable courses available
GOE_Q139;Insitutional educational policy does not include eLearning as an approach to teaching health sciences
GOE_Q140;Competing educational priorities
GOE_Q144;Country has national EHR
GOE_Q146;Country has specific legislation governing the use of national EHR system
GOE_Q153;Lack of capacity (for EHR)
GOE_Q154;Lack of infrastructure (for EHR)
GOE_Q155;Lack of funding (for EHR)
GOE_Q156;lack of evidence showing effectiveness of EHR
GOE_Q157;Lack of evidence showing cost-effectiveness or EHR
GOE_Q158;Lack of demand by health professionals and patients
GOE_Q159;Lack of legislation or regulations covering use of EHR
GOE_Q160;National strategy does not promote the adoption of EHR
GOE_Q161;Lack of national or international standards for interoperability of EHR
GOE_Q162;Competing health system priorities
GOE_Q168;to define medical jurisdiction, liability or reimbursement of eHealth services such as telehealth
GOE_Q169;to address patient safety and quality of care based on data quality, data transmission standards, or clinical competency criteria
GOE_Q170;to protect privacy of personally identifiable data of individuals irrespective of whether it is paper or digital format
GOE_Q171;to protect the privacy of individuals' health-related  data held in electronic format as an EHR
GOE_Q172;which governs the sharing of digital data between health professionals in other health services in the same country through the use of an EHR
GOE_Q173;which governs the sharing of digital data between health professionals  in health services in other countries through the use of an EHR
GOE_Q174;which allows for the sharing of personal and health data between research entities
GOE_Q175;which allows individuals electronic access to their own health-related data when held in an EHR
GOE_Q176;which allows individuals to demand that their own data be corrected  when held in an EHR if it is known to be inaccurate
GOE_Q177;which allows individuals to demand the deletion of health-related data from their EHR
GOE_Q178;Individuals have the legal right to specify which health-related data from their EHR can be shared with health professionals of their choice
GOE_Q181;Country has national policy or strategy on the use of social media by government organizations
GOE_Q182;Policy or strategy makes specific reference tothe use of social media in the health domain
GOE_Q196;Country has  national policy or strategy regulating the use of big data in the health sector
GOE_Q197;Country has national policy or strategy regulating the use of big data by private companies
GOE_Q198;Effective standards and best practices for data capture not fully established
GOE_Q199;Insufficient incentives for data sharing
GOE_Q200;Capacity building required for new skills
GOE_Q201;Privacy and security laws need to be in place
GOE_Q202;Research into new analytical methods needs occur to meet the challenges of working with big data
GOE_Q203;Lack of integration between various health services
HAZARD_DALY_GE5;Disability-adjusted life years caused by hazards, aged 5 years and above
HAZARD_DALY_LT5;Disability-adjusted life years caused by hazards, aged less than 5 years
HAZARD_DALY_TOTAL;Disability-adjusted life years caused by hazards, all ages
HAZARD_DTH_GE5;Deaths caused by hazards, aged 5 years and above
HAZARD_DTH_LT5;Deaths caused by hazards, aged less than 5 years
HAZARD_DTH_TOTAL;Deaths caused by hazards, all ages
HAZARD_ILL_GE5;Illnesses caused by hazards, aged 5 years and above
HAZARD_ILL_LT5;Illnesses caused by hazards, aged less than 5 years
HAZARD_ILL_TOTAL;Illnesses caused by hazards, all ages
HAZARD_YLD_GE5;Years lived with disability caused by hazards, aged 5 years and above
HAZARD_YLD_LT5;Years lived with disability caused by hazards, aged less than 5 years
HAZARD_YLD_TOTAL;Years lived with disability caused by hazards, all ages
HAZARD_YLL_GE5;Years of life lost caused by hazards, aged 5 years and above
HAZARD_YLL_LT5;Years of life lost caused by hazards, aged less than 5 years
HAZARD_YLL_TOTAL;Years of life lost caused by hazards, all ages
HCF_NO_ELECTRICITY;Percentage of health-care facilities with no access to any electricity supply (%)
HCF_REL_ELECTRICITY;Percentage of health-care facilities with reliable electricity supply (%)
HCF_UNREL_ELECTRICITY;Percentage of health-care facilities with unreliable electricity supply (%)
HEMOGLOBINLEVEL_CHILDREN_MEAN;Mean hemoglobin level of children aged 6-59 months
HEMOGLOBINLEVEL_NONPREGNANT_MEAN;Mean hemoglobin level of non-pregnant women (aged 15-49 years)
HEMOGLOBINLEVEL_PREGNANT_MEAN;Mean hemoglobin level of pregnant women (aged 15-49 years)
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN;Mean hemoglobin level of women of reproductive age (aged 15-49 years)
HEPATITIS_DEATHS_RATE;Hepatitis, deaths caused by chronic hepatitis B and C (per 100 000 population)
HEPATITIS_HBV_ADDEDTEST_ANC_PERCENT;Pregnant women attending antenatal care who received additional testing for HBV (percent)
HEPATITIS_HBV_DEATHS_NUM;Deaths caused by chronic hepatitis B (HBV) infection (number)
HEPATITIS_HBV_DIAGNOSED_NUM;Chronic hepatitis B (HBV) infected persons diagnosed (number)
HEPATITIS_HBV_DIAGNOSIS_PERINFECTED_PER100;Chronic hepatitis B (HBV) diagnosis coverage as a percentage of infected (%)
HEPATITIS_HBV_INFECTIONS_NEW_NUM;New chronic hepatitis B (HBV) infections (number)
HEPATITIS_HBV_LIVINGWITH_NUM;People living with chronic hepatitis B (HBV) (number)
HEPATITIS_HBV_PREVALENCE_PER100;Prevalence of chronic hepatitis B (HBV) in the general population (%)
HEPATITIS_HBV_TESTING_ANC_PERCENT;Pregnant women attending antenatal care, tested for HBsAg (percent)
HEPATITIS_HBV_TESTPOSITIVE_ANC_PERCENT;Pregnant women attending antenatal care, tested positive for HBsAg (percent)
HEPATITIS_HBV_TREATMENT_ANC_PERCENT;Eligible women attending antenatal care who were treated for HBV
HEPATITIS_HBV_TREATMENT_NUM;Persons on chronic hepatitis B (HBV) treatment (number)
HEPATITIS_HBV_TREATMENT_PERDIAGNOSED_PER100;Chronic hepatitis B (HBV) treatment rate as percentage of diagnosed (%)
HEPATITIS_HBV_TREATMENT_PERINFECTED_PER100;Chronic hepatitis B (HBV) treatment rate as percentage of total infected (%)
HEPATITIS_HCV_DEATHS_NUM;Deaths caused by chronic hepatitis C (HCV) infection (number)
HEPATITIS_HCV_DIAGNOSED_CRD_NUM;Chronic hepatitis C (HCV) infected persons diagnosed, including cured (number)
HEPATITIS_HCV_DIAGNOSED_NUM;Chronic hepatitis C (HCV) infected persons diagnosed (number)
HEPATITIS_HCV_DIAGNOSIS_PERINFECTED_CRD_PER100;Chronic hepatitis C (HCV) diagnosis coverage as percentage of total HCV infected, including cured (%)
HEPATITIS_HCV_INFECTIONS_NEW_NUM;New chronic hepatitis C (HCV) infections (number)
HEPATITIS_HCV_LIVINGWITH_CRD_NUM;People living with chronic hepatitis C (HCV) including cured (all ages) (adjusted number)
HEPATITIS_HCV_LIVINGWITH_NUM;People living with chronic hepatitis C (HCV) (number)
HEPATITIS_HCV_PREVALENCE_PER100;Prevalence of chronic hepatitis C (HCV) ) in the general population (%)
HEPATITIS_HCV_TESTING_HIV_PERCENT;People living with HIV diagnosed with chronic hepatitis C infection (percent)
HEPATITIS_HCV_TESTING_PWID_PERCENT;People living with HIV who inject drugs, diagnosed with chronic hepatitis C infection (percent)
HEPATITIS_HCV_TREATMENT_CUM_NUM;Persons on chronic hepatitis C (HCV) treatment, cumulative (number)
HEPATITIS_HCV_TREATMENT_CUM_PERINFECTED_CRD_PER100;Chronic hepatitis C (HCV) cumulative treatment rate as percentage of total infected, including cured  (%)
HEPATITIS_HCV_TREATMENT_HIV_PERCENT;People living with HIV treated for chronic hepatitis C infection (percent)
HEPATITIS_HCV_TREATMENT_INITIATED_NUM;Persons initiated chronic hepatitis C(HCV) treatment (number)
HEPATITIS_HCV_TREATMENT_PERDIAGNOSED_PER100;Chronic hepatitis C (HCV) treatment rate as percentage of diagnosed (%)
HEPATITIS_HCV_TREATMENT_PWID_PERCENT;People living with HIV who inject drugs, treated for chronic hepatitis C infection (percent)
HEPB_HBSAG_CARRIER;Hepatitis B surface antigen (HBsAG) carriers (per 100 000 population)
HHS_LAWPOLICY;HIV, Hepatitis, and STI-related laws and policies
HIV_0000000001;Number of people (all ages) living with HIV
HIV_0000000006;Number of people dying from HIV-related causes
HIV_0000000007;HIV testing and counselling facilities, reported number
HIV_0000000008;Testing and counselling facilities, estimated number per 100 000 adult population
HIV_0000000009;Number of people receiving antiretroviral therapy
HIV_0000000011;Reported number of children (0–14 years old) receiving antiretroviral therapy
HIV_0000000012;Reported number of children receiving antiretroviral therapy, month and year of report
HIV_0000000015;deprecated. please see HIV_0000000016
HIV_0000000016;Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HIV_0000000020;Estimated percentage of pregnant women living with HIV who received most effective antiretrovirals for preventing mother-to-child transmission (%)
HIV_0000000021;Estimated number of pregnant women living with HIV
HIV_0000000022;Estimated number of people eligible for antiretroviral therapy according to 2010 guidelines
HIV_0000000023;Estimated number of children (0–14 years old) living with HIV
HIV_0000000024;Estimated antiretroviral therapy coverage among children (0–14 years old) living with HIV (%)
HIV_0000000025;HIV testing and counselling facilities, reporting period
HIV_0000000026;HIV infections, new, number
HIV_0000000027;HIV tests performed where results were received by a person (testing volume), reported number
HIV_0000000028;HIV tests performed where results were received by a person (testing volume), estimated number per 1000 population
HIV_0000000029;HIV tests performed where results were received by a person (testing volume), reporting period
HIV_ARTCOVERAGE;Estimated ART coverage among people living with HIV (%)
HIV_CONDOMSDIST_NUM;Annual number of condoms distributed
HIV_CONDOMUSE_PERCENT;Condom use at last high-risk sex (percent)
HIV_NSP_COVERAGE_RATE;NSP coverage among PWID per year (rate)
HIV_OAMT_COVERAGE_PERCENT;Coverage of opioid agonist maintenance therapy (percent)
HIV_POSITIVITY;Percentage of HIV-positive results returned to people in the calendar year
HIV_STATUSKNOWNART;Percentage of people living with HIV who know their status receiving antiretroviral therapy
HIV_STATUSKNOWNHIV;Percentage of people living with HIV who know their HIV status
HIV_VIRALLOADSUPPRESSED;Percentage of people living with HIV who have suppressed viral loads
HIV_VIRALLOADSUPPRESSEDART;Percentage of people living with HIV receiving treatment who have suppressed viral loads
HRH_01;Number of nursing personnel
HRH_02;Number of physicians
HRH_03;Number of midwifery personnel
HRH_04;Number of pharmacists
HRH_05;Number of pharmaceutical technicians/assistants
HRH_06;Number of community health workers, 2018
HRH_07;Number of traditional birth attendants
HRH_08;Number of radiographers
HRH_09;Number of other health workers, 2013
HRH_10;Number of dental technicians/assistants
HRH_11;Number of health management & support workers
HRH_12;Number of environment and public health workers (see HWF_0017) (void HRH)
HRH_13;Number of laboratory scientists
HRH_14;Number of laboratory technicians/assistants
HRH_15;Number of dentists
HRH_16;Number of traditional medicine practitioners
HRH_17;Number of medical assistants
HRH_18;Number of personal care workers
HRH_19;Number of pharmaceutical personnel (see HWF_0015) (void HRH)
HRH_20;Number of laboratory health workers
HRH_21;Number of dentistry personnel (see HWF_0011) (void HRH_21)
HRH_22;Number of community and traditional health workers
HRH_23;Number of other health workers, 2018
HRH_24;Number of nursing and midwifery personnel (see HWF_0007) (void HRH)
HRH_25;Pharmaceutical personnel density (per 1000 population)
HRH_26;Physicians density (per 1000 population)
HRH_27;Laboratory health workers density (per 1000 population)
HRH_28;Dentistry personnel density (per 1000 population)
HRH_29;Community and traditional health workers density (per 1000 population)
HRH_30;Other health workers density (per 1000 population)
HRH_31;Environmental and public health workers density (per 1000 population)
HRH_32;Health management & support workers density (per 1000 population)
HRH_33;Nursing and midwifery personnel density (per 1000 population)
HRH_40;Biomedical engineers density (per 10 000 population)
HRH_41;Number of licensed qualified surgeons actively working
HRH_42;Number of licensed qualified obstetricians actively working
HRH_43;Number of licensed qualified anaesthesiologists actively working
HRH_44;Number of biomedical engineers
HRH_45;Biomedical technicians density (per 10 000 population)
HRH_46;Number of biomedical technicians
HSS_COMPREHENSIVEHEALTHPOLICY;Countries that have a comprehensive national health sector policy/ strategy/ plan with goals and targets updated within the last 5 years
HSS_MONITORPROGRESS;Countries that have monitored the progress of their national health policy/strategy/plan regularly
HSS_UHCLEGISLATION;Countries that have passed legislation on Universal Health Coverage (UHC)
HWF_0001;Medical doctors (per 10 000 population)
HWF_0002;Medical doctors (number)
HWF_0003;Generalist medical practitioners (number)
HWF_0004;Specialist medical practitioners (number)
HWF_0005;Medical doctors not further defined (number)
HWF_0006;Nursing and midwifery personnel (per 10 000 population)
HWF_0007;Nursing and midwifery personnel  (number)
HWF_0008;Nursing personnel (number)
HWF_0009;Midwifery personnel (number)
HWF_0010;Dentists (per 10 000 population)
HWF_0011;Dentists (number)
HWF_0012;Dental Assistants and Therapists (number)
HWF_0013;Dental Prosthetic Technicians (number)
HWF_0014;Pharmacists  (per 10 000 population)
HWF_0015;Pharmacists (number)
HWF_0016;Pharmaceutical Technicians and Assistants (number)
HWF_0017;Environmental and Occupational Health and Hygiene Professionals  (number)
HWF_0018;Environmental and Occupational Health Inspectors and Associates (number)
HWF_0019;Medical and Pathology Laboratory scientists (number)
HWF_0020;Medical and Pathology Laboratory Technicians (number)
HWF_0021;Physiotherapists (number)
HWF_0022;Physiotherapy Technicians and Assistants (number)
HWF_0023;Traditional and Complementary Medicine Professionals  (number)
HWF_0024;Community Health Workers (number)
HWF_0025;Medical doctors (%)
HWF_0026;Nursing personnel (%)
HWWS_1;Handwashing with soap after using the toilet (%)
HWWS_2;Handwashing with soap after cleaning child's stool (%)
ICD11_IMPL_LVL;ICD-11 implementation progress level
IHR01;Legislation
IHR02;Coordination
IHR03;Surveillance
IHR04;Response
IHR05;Preparedness
IHR06;Risk communication
IHR07;Human resources
IHR08;Laboratory
IHR09;Points of entry
IHR10;Zoonosis
IHR11;Food safety
IHR12;Chemical
IHR13;Radionuclear
IHRSPAR_CAPACITY01;Legislation and Financing
IHRSPAR_CAPACITY02;IHR Coordination and National IHR Focal Point Functions
IHRSPAR_CAPACITY03;Zoonotic Events and the Human-animal Interface
IHRSPAR_CAPACITY04;Food Safety (SPAR)
IHRSPAR_CAPACITY05;Laboratory (SPAR)
IHRSPAR_CAPACITY06;Surveillance (SPAR)
IHRSPAR_CAPACITY07;Human Resources (SPAR)
IHRSPAR_CAPACITY08;National Health Emergency Framework
IHRSPAR_CAPACITY09;Health Service Provision
IHRSPAR_CAPACITY10;Risk Communication (SPAR)
IHRSPAR_CAPACITY11;Points of Entry (SPAR)
IHRSPAR_CAPACITY12;Chemical Events
IHRSPAR_CAPACITY13;Radiation Emergencies
IHRSPAR2_C01;Policy, Legal and normative Instruments to implement IHR
IHRSPAR2_C02;IHR Coordination, National IHR Focal Point functions and advocacy
IHRSPAR2_C03;Financing
IHRSPAR2_C04;Laboratory
IHRSPAR2_C05;Surveillance
IHRSPAR2_C06;Human resources
IHRSPAR2_C07;Health emergency management
IHRSPAR2_C08;Health services provision
IHRSPAR2_C09;Infection prevention and control (IPC)
IHRSPAR2_C10;Risk communication and community engagement (RCCE)
IHRSPAR2_C11;Points of entry (PoEs) and border health
IHRSPAR2_C12;Zoonotic diseases
IHRSPAR2_C13;Food safety
IHRSPAR2_C14;Chemical events
IHRSPAR2_C15;Radiation emergencies
IMMUNIZATION_VACCINATIONCARDSSEEN;Proportion of vaccination cards seen (%)
imr;Infant mortality rate (deaths per 1000 live births)
IR_CARBAMATE_EXTENT;Percentage of sites for which carbamate resistance was reported
IR_CARBAMATE_PRESENCE;Carbamate resistance reported for at least one site
IR_INSECTICIDERESISTANCE_PREV;Number of insecticide classes to which resistance was reported
IR_ORGANOCHLORINE_EXTENT;Percentage of sites for which organochlorine resistance was reported
IR_ORGANOCHLORINE_PRESENCE;Organochlorine resistance reported for at least one site
IR_ORGANOPHOSPHATE_EXTENT;Percentage of sites for which organophosphate resistance was reported
IR_ORGANOPHOSPHATE_PRESENCE;Organophosphate resistance reported for at least one site
IR_PYRETHROID_EXTENT;Percentage of sites for which pyrethroid resistance was reported
IR_PYRETHROID_PRESENCE;Pyrethroid resistance reported for at least one site
itnch;Children aged < 5 years sleeping under insecticide-treated nets (%)
itnwm;Pregnant women sleeping under insecticide-treated nets (%)
ITU_ICT_1;Percentage of individuals using the Internet
ITU_ICT_2;Mobile-cellular telephone subscriptions per 100 inhabitants
ITU_IDI;ICT Development Index (IDI)
ITU_IDI_RANK;ICT Development Index (IDI) rank
LBW_NUMBER;Low birth weight number (in thousands)
LBW_PREVALENCE;Low birth weight prevalence (%)
LEAD_1;Percentage of the children under 15 years with blood lead levels above 5ug/dl
LEAD_10;Lead attributable DALYs per 100'000 children under 5 years
LEAD_2;Percentage of the children under 15 years with blood lead levels above 10ug/dl
LEAD_3;Percentage of the adults (15+ years) with blood lead levels above 5ug/dl
LEAD_4;Percentage of the adults (15+ years) with blood lead levels above 10ug/dl
LEAD_5;Lead attributable deaths
LEAD_6;Lead attributable DALYs ('000)
LEAD_7;Lead attributable deaths per 100'000 capita
LEAD_8;Lead attributable DALYs per 100'000 capita
LEAD_9;Lead attributable DALYs ('000) in children under 5 years
LEADCONTROL;Legally-binding controls on lead paint
LEPTO_DALY;Disability-adjusted life years (DALYs) due to leptospirosis
LEPTO_DALY100K;Disability-adjusted life years (DALYs) (per 100 000 population) due to leptospirosis
LEPTO_MORBIDITY;Estimated leptospirosis incidence (per 100 000 population)
LEPTO_MORTALITY;Estimated leptospirosis deaths (per 100 000 population)
LEPTO_YLD;Years of healthy life lost to disability (YLDs) due to leptospirosis
LEPTO_YLD100K;Years of healthy life lost to disability (YLDs) (per 100 000 population) due to leptospirosis
LEPTO_YLL;Years of life lost (YLLs) due to leptospirosis
LEPTO_YLL100K;Years of life lost (YLLs)  (per 100 000 population) due to leptospirosis
LIFE_0000000029;nMx - age-specific death rate between ages x and x+n
LIFE_0000000030;nqx - probability of dying between ages x and x+n
LIFE_0000000031;lx - number of people left alive at age x
LIFE_0000000032;ndx - number of people dying between ages x and x+n
LIFE_0000000033;nLx - person-years lived between ages x and x+n
LIFE_0000000034;Tx - person-years lived above age x
LIFE_0000000035;ex - expectation of life at age x
M_def_1_prev_adult;Adult indicator 1 rate
M_def_1_prev_youth;Youth indicator 1 rate
M_def_1_text_adult;Adult indicator 1 definition
M_def_1_text_youth;Youth indicator 1 definition
M_def_2_prev_adult;Adult indicator 2 rate
M_def_2_prev_youth;Youth indicator 2 rate
M_def_2_text_adult;Adult indicator 2 definition
M_def_2_text_youth;Youth indicator 2 definition
M_Est_cig_curr;Estimate of current cigarette smoking prevalence (%)
M_Est_cig_curr_crude;Current cigarette smoking, crude adjusted
M_Est_cig_curr_std;Estimate of current cigarette smoking prevalence (%) (age-standardized)
M_Est_cig_curr_users;Number of current cigarette smokers, estimate
M_Est_cig_daily;Estimate of daily cigarette smoking prevalence (%)
M_Est_cig_daily_crude;Daily cigarette smoking, crude adjusted
M_Est_cig_daily_std;Estimate of daily cigarette smoking prevalence (%) (age-standardized)
M_Est_smk_curr;Estimate of current tobacco smoking prevalence (%)
M_Est_smk_curr_std;Estimate of current tobacco smoking prevalence (%) (age-standardized)
M_Est_smk_curr_users;Number of current tobacco smokers, estimate
M_Est_smk_daily;Estimate of daily tobacco smoking prevalence (%)
M_Est_smk_daily_std;Estimate of daily tobacco smoking prevalence (%) (age-standardized)
M_Est_tob_curr;Estimate of current tobacco use prevalence, crude (%)
M_Est_tob_curr_std;Estimate of current tobacco use prevalence (%) (age-standardized)
M_Est_tob_curr_users;Number of current of tobacco users, estimate
M_Est_tob_daily;Estimate of daily tobacco use prevalence (%)
M_Est_tob_daily_crude;Daily tobacco smoking, crude adjusted
M_Est_tob_daily_std;Estimate of daily tobacco use prevalence (%) (age-standardized)
M_Group;Monitor
M_smkless_age_range_adult;Adult survey age range - smokeless
M_smkless_age_range_youth;Youth survey age range - smokeless
M_smkless_def_text_adult;Adult smokeless tobacco use indicator definition
M_smkless_def_text_youth;Youth smokeless tobacco use indicator definition
M_smkless_prev_adult;Adult smokeless tobacco use indicator rate
M_smkless_prev_youth;Youth smokeless tobacco use indicator rate
M_smkless_survey_title_adult;Name of survey of adults - smokeless
M_smkless_survey_title_youth;Name of survey of youth - smokeless
M_smkless_svy_national_adult;Representativeness of survey of adults - smokeless
M_smkless_svy_national_youth;Representativeness of survey of youth - smokeless
M_smkless_svy_yr_adult;Year of survey of adults - smokeless
M_smkless_svy_yr_youth;Year of survey of youth - smokeless
M_survey_title_adult;Name of survey of adults
M_survey_title_youth;Name of survey of youth
M_svy_age_adult;Adult survey age range
M_svy_age_youth;Youth survey age range
M_svy_national_adult;Representativeness of survey of adults
M_svy_national_youth;Representativeness of youth survey
M_svy_yr_adult;Year of latest adult prevalence survey
M_svy_yr_youth;Year of youth survey
M1_adult_recent;Most recent survey among adults was recent (in the past 5 years)
M2_adult_representative;Most recent survey among adults was representative of the national population
M3_adult_periodic;Survey previous to the most recent survey among adults was within the 5 years prior
M4_youth_recent;Most recent school-based survey among adolescents was recent (in the past 5 years)
M5_youth_representative;Most recent school-based survey among adolescents was representative of the national population
M6_youth_periodic;Survey previous to the most recent school-based survey among adolescents was within the 5 years prior
MALARIA_1STLINE_TREATED;Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs))
MALARIA_ACT_TREATED;Number of malaria cases treated with artemisinin-based combination therapies (ACTs)
MALARIA_CONF_CASES;Number of confirmed malaria cases
MALARIA_EST_CASES;Estimated number of malaria cases
MALARIA_EST_DEATHS;Estimated number of malaria deaths
MALARIA_EST_INCIDENCE;Estimated malaria incidence (per 1000 population at risk)
MALARIA_EST_MORTALITY;Estimated malaria mortality rate (per 100 000 population)
MALARIA_IMPORTED;Number of imported malaria cases
MALARIA_INDIG;Number of indigenous malaria cases
MALARIA_INDIG_STATUS;Status of indigenous malaria cases
MALARIA_IPTP3_COVERAGE;Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%)
MALARIA_IRS_COVERAGE;Number of people protected from malaria by indoor residual spraying (IRS)
MALARIA_ITN_COVERAGE;Population with access to an insecticide-treated bed net (ITN) for malaria protection (%), modelled
MALARIA_ITN_USE;Malaria ITN use: Population in malaria-endemic areas who slept under an insecticide-treated bed net (ITN) the previous night (%)
MALARIA_MICR_POS;Number of malaria positive cases by microscopy
MALARIA_MICR_TEST;Number of malaria suspects examined by microscopy
MALARIA_NMCP_CALCULATIONS;Domestic Expenditure on Malaria
MALARIA_PF_INDIG;Number of indigenous P. falciparum malaria cases
MALARIA_PRES_CASES;Number of presumed malaria cases
MALARIA_PV_INDIG;Number of indigenous P. vivax malaria cases
MALARIA_RDT_POS;Number of malaria positive cases by rapid diagnostic test (RDT)
MALARIA_RDT_TEST;Number of malaria suspects examined by rapid diagnostic test (RDT)
MALARIA_SUSPECTS;Number of suspected malaria cases
MALARIA_TOTAL_CASES;Total number of  malaria cases (presumed + confirmed cases)
MALARIA001;Malaria - number of reported deaths
MALARIA002;Estimated number of malaria cases  (see MALARIA_EST_CASES)
MALARIA003;Estimated number of malaria deaths (see MALARIA_EST_DEATHS)
MALARIA004;Number of under-five deaths from malaria
MALARIA005;Malaria incidence per 100 000 population
MCV2;Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%)
MDG_0000000001;Infant mortality rate (between birth and 11 months per 1000 live births)
MDG_0000000003;Adolescent birth rate (per 1000 women)
MDG_0000000005;Contraceptive prevalence (%)
MDG_0000000005_AGE1519;Contraceptive prevalence, among girls aged 15-19 (%)
MDG_0000000006_AGE1519;Unmet need for family planning, among girls aged 15-19 (%)
MDG_0000000007;Under-five mortality rate (per 1000 live births) (SDG 3.2.1)
MDG_0000000010;Median availability of selected generic medicines (%) - Public
MDG_0000000011;Median consumer price ratio of selected generic medicines - Public
MDG_0000000013;Children aged <5 years sleeping under insecticide-treated nets (%)
MDG_0000000014;Children aged <5 years with fever who received treatment with any antimalarial (%)
MDG_0000000015;Prevalence of condom use by adults during higher-risk sex (15-49) (%)
MDG_0000000016;Deaths due to malaria (per 100 000 population) (see MALARIA_EST_MORTALITY) ( void MDG_0000000016)
MDG_0000000017;Deaths due to tuberculosis among HIV-negative people (per 100 000 population)
MDG_0000000018;Deaths due to tuberculosis among HIV-positive people (per 100 000 population)
MDG_0000000019;Prevalence of HIV among adults aged >=15 years (per 100 000 population)
MDG_0000000020;Incidence of tuberculosis (per 100 000 population per year)
MDG_0000000021;Population aged 15-24 years with comprehensive correct knowledge of HIV/AIDS (%)
MDG_0000000022;Tuberculosis detection rate under DOTS (%)
MDG_0000000023;Prevalence of tuberculosis (per 100 000 population)
MDG_0000000024;Tuberculosis treatment success under DOTS (%)
MDG_0000000025;Births attended by skilled health personnel (%)
MDG_0000000025_AGE1519;Births attended by skilled health personnel, among girls aged 15-19 (%)
MDG_0000000026;Maternal mortality ratio (per 100 000 live births)
MDG_0000000027;see NUTSTUNTINGPREV
MDG_0000000029;Prevalence of HIV among adults aged 15 to 49 (%)
MDG_0000000030;Smear-positive tuberculosis case-detection rate (%)
MDG_0000000031;Smear-positive tuberculosis treatment-success rate (%)
MDG_0000000032;Maternal mortality ratio (per 100 000 live births) - Country reported estimates
MDG_0000000033;Antiretroviral therapy coverage among people with HIV infection eligible for ART according to 2010 guidelines (%)
MDG_0000000034;Antiretroviral therapy coverage among people with advanced HIV infection (%), WHO 2006 guidelines
MENING_1;Number of suspected meningitis deaths reported
MENING_2;Number of suspected meningitis cases reported
MENING_3;Number of meningitis epidemic districts
MH_1;Mental health policy
MH_10;Mental health outpatient facilities (per 100 000 population)
MH_11;Mental health day treatment facilities (per 100 000 population)
MH_12;Age-standardized suicide rates (per 100 000 population)
MH_13;Beds for mental health in general hospitals (per 100 000 population)
MH_14;Community residential facilities (per 100 000 population)
MH_15;Beds in community residential facilities (per 100 000 population)
MH_16;Beds in mental hospitals (per 100 000 population)
MH_17;Mental hospitals (per 100 000 population)
MH_18;Mental health units in general hospitals (per 100 000 population)
MH_19;Mental hospital admissions (per 100 000 population)
MH_2;Mental health plan
MH_20;Outpatient visits (per 100 000 population)
MH_21;Total workforce in mental health sector (per 100 000 population)
MH_22;Occupational therapists in mental health sector (per 100 000 population)
MH_23;Other non-specialized doctors in mental health sector (per 100 000 population)
MH_24;Mental health units in general hospitals admissions (per 100 000 population)
MH_25;Stand-alone policy or plan for mental health
MH_26;Year the law was enacted (latest revision)
MH_27;Publication year of the policy or plan (latest revision)
MH_3;Stand-alone law for mental health
MH_4;Government expenditures on mental health as a percentage of total government expenditures on health (%)
MH_5;Government expenditures on mental hospitals as a percentage of total government expenditures on mental health (%)
MH_6;Psychiatrists working in mental health sector (per 100 000 population)
MH_7;Nurses working in mental health sector (per 100 000 population)
MH_8;Social workers working in mental health sector (per 100 000 population)
MH_9;Psychologists working in mental health sector (per 100 000 population)
MORT_100;Deaths in children aged <5 years, by cause
MORT_200;Deaths in children aged <5 years, by cause (per 1 000 live births)
MORT_300;Distribution of causes of death among children aged < 5 years (%)
MORT_400;Deaths per 100 000 population
MORT_500;Number of deaths (see MORT_100)
MORT_600;Projection of number of deaths
MORT_700;Projection of deaths per 100 000 population
MORT_MATERNALNUM;Number of maternal deaths
MORTADO;Adolescent mortality rate (per 1 000 age specific cohort)
mslv;(see vmsl)
MSM_CONDOMUSE_PERCENT;Men who have sex with men: Condom use (percent)
MSM_PSE_NUM;Men who have sex with men: Population size estimate (number)
MSM_SYPHILISPREV_PERCENT;Men who have sex with men: Syphilis prevalence (percent)
NCD_BMI_18A;Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)
